artist_id,artist_name,song_id,song_name,loudness,song_hotttnesss,tempo,key_confidence,mode_confidence,year,artist_hotttnesss,duration
AR3793X1187FB50CB3,Chris Rea,SODHVES12A6701CE6B,Driving Home For Christmas,-8.531,0.767727748373397,180.149,0.222,0.403,1986,0.500691340913453,241.162
ARINEWW1187FB5577E,Perrey And Kingsley,SOXIATP12AAF3B2184,Spooks In Space,-8.541,0.4348380902608562,102.538,0.61,0.489,1966,0.3384148184832545,122.64444
ARDGB6U1187FB3AD07,Eurythmics,SOGNQWU12A8AE4868F,Tous Les Garçons Et Les Filles,-6.629,0.38293509007501925,84.164,0.442,0.371,1985,0.5236990777653908,207.0722
AR2J2WF1187FB46271,Francis Dunnery,SOYQOFI12A6D4F76E1,Too Much Saturn,-13.33,0.6104742577715245,124.175,0.666,0.658,1995,0.3835242473277272,300.79955
ARUI8651187B9ACF52,John Cale,SOVOLGY12A6D4F822B,Movement 4 [from Kiss] (Album Version),-12.412,0.2265553139555314,137.004,0.458,0.602,1997,0.48165586241245567,228.46649
AR89DTT1187B9A7ED5,Suzanne Ciani,SOMZCVH12AB0182B8E,Stream,-21.552,0.4159831182884585,106.33,0.527,0.613,0,0.3807045358244573,239.59465
ARMD0G81187B99A519,Vickie Winans,SONXJBL12AAF3B2C0C,Make Me Over,-8.686,nan,107.961,0.172,0.369,0,0.3968558693253486,228.93669
AR0VZWC1187B99BA57,The Berzerker,SOYWZTU12AB0180E26,Deform (live),-6.222,0.0,174.287,0.108,0.256,2000,0.45755390983649336,165.61587
ARF2EHS1187B994F4E,Kings Of Leon,SOLGHDZ12AB0183B11,Wicker Chair,-5.907,0.6859402266976852,116.823,0.612,0.735,2003,0.7888059351620142,187.92444
ARZKRD01187FB45FD2,Edith Lefel,SOTNTNJ12AAA15FBD6,An ti chans',-4.638,0.0,101.972,0.29,0.389,0,0.30004649036641506,276.50567
ARK4H5K1187B992F74,Taras,SOXZXXV12AAF3B3A67,I Will Love Again (JJ's Club Radio),-5.884,nan,127.97,0.056,0.283,0,0.18931487775261457,200.25424
AR06EB01187FB40150,NOFX,SOPIKEG12A58291636,Stickin In My Eye,-7.787,0.6712360269845353,152.622,0.093,0.423,1992,0.5542914890128156,144.50893
ARKPDBH1242077DEB1,Murskahumppa,SOIRNBO12AC468D207,Ota kiinni,-8.488,nan,110.787,0.379,0.401,0,0.26803783963074496,285.17832
ARBJSO81187B9BA09B,Soda Stereo,SOSBDSF12AB0189007,Entre Caníbales,-9.603,0.6261657596688281,112.903,0.161,0.205,1990,0.46682699252718746,246.69995
ARRC2JF1187B9B6A93,Bruce Rowland,SOIJXXM12A8C1416D6,Rosemary Recalls,-26.266,0.0,115.642,0.469,0.591,1985,0.3004544598123077,84.03546
ARNIFX51187FB418EA,Xcultures,SOHMMMC12AB0181C42,Sudanese Dance,-6.305,0.1992382620006783,125.013,0.652,0.694,2000,0.26627528554651025,273.52771
ARCCRTI11F4C845308,White Heart,SOVJXVJ12A8C13517D,Where The Thunder Roars (Tales Of Wonder Album Version),-9.998,0.26586104921065007,113.277,0.596,0.567,0,0.33750728916593725,298.84036
ARNVH8S1187FB52F86,Heavy D / McGruff,SOFZCTA12AB0188D8F,Wanna Be A Player,-9.161,0.23773394162247466,96.979,0.665,0.606,1997,0.36366811024462387,161.38404
ARNLO5S1187B9B80CC,Van Halen,SOLRYQR12A670215BF,Panama (Remastered Album Version),-4.865,0.8244821296824321,140.995,0.455,0.48,0,0.5799889824287546,209.29261
ARTDQRC1187FB4EFD4,Black Eyed Peas,SOCHRXB12A8AE48069,Let's Get It Started,-4.882,0.6244254932707666,105.206,0.205,0.332,2004,1.0059419659547393,229.61587
ARK9TRQ1187B99C095,Nine Inch Nails,SOKBBXO12A6701DEA0,Metal,-12.951,0.6355366486226686,63.017,0.05,0.395,2000,0.5984585009824434,426.89261
ARODBRG1187FB3FD99,Nick Cave & The Bad Seeds,SOWHYUG12A58A77FAB,She Fell Away (2009 Digital Remaster),-11.751,nan,144.603,0.052,0.142,0,0.47940767557514763,269.26975
ARMBYRO1187FB57419,Nadine Renee,SOYSTDI12A6D4F6500,Next Time,-6.693,0.19878534876524423,167.92,0.883,0.728,0,0.13924739387110993,249.41669
ARWY7I71187FB36C3D,Lesley Gore,SOOOROX12A6D4F8400,It's My Party,-9.091,nan,129.122,0.386,0.632,1963,0.3891007762801808,136.48934
AR6Y22S1187B99906F,Smartbomb,SONSPZE12AB01819CE,Complicate It,-2.658,0.0,132.022,0.53,0.501,2001,0.3224851056611973,233.27302
ARI5P4N1187FB3F44D,Suburbs,SOHWGFU12AB017B036,Monde De Fou,-4.42,0.24906579485370342,183.92,0.842,0.721,2005,0.3356518391847009,187.24526
ARYPWUK1187B98ACED,Emperor,SOQQVQJ12AB0185192,Opus a Satana (Part 2),-11.051,nan,89.867,0.0,0.0,0,0.45339118607533013,72.61995
ARW63KF1187B98AC48,Julien Clerc,SODRHHD12AB0189F2A,This Melody (Live),-9.97,nan,119.896,0.633,0.605,0,0.36438492446826576,272.63955
AR8H87D1187FB3A841,Glen Campbell,SOQGFVO12A8C13C8C3,I'm Gone This Time,-11.335,nan,137.29,0.62,0.814,0,0.4810242392118726,142.75873
ARLWR721187B9A03C9,T.G. Sheppard,SORABMD12A8C136672,You Feel Good All Over,-15.581,0.3827232807891977,82.343,1.0,0.886,2002,0.34328188178708335,194.11546
ARF4V431187FB3AA41,Slim Whitman,SOTUBVH12AB018D2EC,Indian Love Call,-11.98,nan,91.487,0.883,0.735,1990,0.38666909170602387,195.91791
ARBGWMW1187B9AEA3E,Savage Garden,SOMQAGT12A8C132DB4,You Can Still Be Free,-11.215,nan,84.69,0.0,0.0,1999,0.5380702951237828,118.33424
AR6G4V01187B9AD086,Queens Of The Stone Age,SOKLLOH12A67020F2C,I Never Came,-8.165,0.7251212835673101,115.606,0.08,0.665,2005,0.5524133455169445,288.41751
ARVQ4QM1187B98AD95,Hank Penny & The Lincoln Penny Orchestra,SONRLQH12AB017C232,Dixie,-12.69,nan,126.523,0.278,0.482,0,0.3475988886835368,123.21914
AR9AM2N1187B9AD2F1,Inspiral Carpets,SODDZAD12A6701DC4C,Commercial Reign,-8.7,0.6651722407621973,113.677,0.823,0.69,1990,0.39854753538058046,283.76771
AR9XEVF1187B99D017,Borialis,SORENXV12A6701F61F,Hourglass,-5.758,0.5546547674656118,86.938,0.569,0.601,0,0.4214151025424071,239.3073
ARCFOZ71187FB43A0D,The Dirty Skirts,SOYMMDY12AB01825B2,Wake,-4.907,0.30416950343527516,141.936,0.613,0.656,0,0.40418220665370436,206.75873
ARHFEBO11F50C4825A,Flor Silvestre,SOJWQIP12A6D4F710A,Caricia Y Herida,-8.133,nan,106.049,0.847,0.646,0,0.3135693426838017,134.81751
AR107SB1187B9A79F9,Bézu,SOOVOKS12AB017EE57,Le tortillard,-9.093,nan,126.88,0.508,0.343,0,0.1489854809922737,285.64853
ARXWAQQ1187B9AE954,Redman,SORWHWY12A6702038E,WKYA (drop),-10.296,0.5701059300583878,85.008,0.074,0.492,2001,0.49356684269655965,124.18567
ARL6XZC1187FB3936E,Solistiyhtye Suomi,SOGYYLE12A8C13E5EA,Teräslintu,-12.839,nan,133.699,0.718,0.674,0,0.3178109598122704,134.08608
ARSDSMG1187B98CB59,Eddie Cantor,SOITUXQ12AB0183AE9,Now's The Time To Fall In Love,-13.71,nan,118.975,0.599,0.517,0,0.33109012633891616,155.61098
AR3WMW01187B9921F7,Schizoid,SOTWEZZ12A8C142B60,Grim Prospects (Gross Prospects - Bad Trip Remix),-2.119,nan,102.408,0.376,0.334,0,0.34919221761645924,275.40853
AR3C3C01187B98E800,Kai Winding,SOUVRGZ12A58A77F90,Mangos,-14.438,0.0,112.006,0.0,0.138,1961,0.3163540008222974,223.4771
ARDD9UN1187B98D3A7,Sonny Simmons,SOBLTSM12A6D4F9EEA,A Distant Voice,-13.002,0.2707759989463275,45.527,0.0,0.051,0,0.317833879200262,443.24526
ARJGNV61187B98F3B5,Mira,SOUQVUD12A8C142DCE,Openbare Weg,-12.004,nan,85.621,0.695,0.673,2006,0.34575124701970267,177.81506
ARSVI4L1187B996181,Citizen Kaned,SOCRPDR12AB0185B75,President Johnson,-8.37,nan,108.061,0.822,0.503,2000,0.27756173775343046,385.33179
ARVJ0JK1187B98C9C0,The Brooklyn Tabernacle Choir,SOXVBVL12AF72A600C,Lead Me Lord,-11.829,0.4051157216913865,216.195,0.558,0.718,1995,0.4320119468576032,324.44036
AR4PCIG1187B98D07D,Ellen McIlwaine,SOIQHDR12AB01896C8,Spontanous Combustion,-6.29,0.24274187894946822,132.428,0.699,0.527,0,0.3251485709173023,275.12118
AR1RHCO1187B9AF0BF,Vince Guaraldi / Bola Sete,SODLSHA12AAF3B29F2,Choro,-15.761,0.3867901771390143,168.307,0.238,0.07,0,0.4148926124367487,294.66077
AR1X2H01187B98CCF2,Maurice Chevalier,SOAGHMH12AB0180285,Ma Louise,-27.433,nan,140.956,0.371,0.484,0,0.3915853290262099,193.20118
ARBQBZV1187B99D29E,Carl Cox Vs Yousef,SORAVUP12AB018556E,I Want You (Forever),-5.701,0.5112548351002428,130.016,0.485,0.427,1991,0.38418425849676846,357.82485
AR9ODB41187FB459B2,Organized Konfusion,SOFXNQP12AB0184F1A,Hate,-8.709,0.46048484498641545,175.769,0.306,0.22,1997,0.4126716309926985,198.3473
ARF3GX71187FB3EB66,Martina McBride,SOGQTRZ12A8C13C8B0,I Can't Stop Loving You,-13.627,0.48828987603734525,100.194,0.96,0.634,2005,0.6282464191914875,261.95546
AR3PN3R1187FB4CEBD,Horace Andy,SOBHVZQ12AC9618285,Thank You Lord,-11.479,nan,151.911,0.171,0.239,1985,0.3742711738564048,176.27383
ARYWCFZ11E2835CFDD,Nazz,SOYPBCY12AB0181EF3,How Can You Call That Beautiful (Stewkey Vocal),-6.302,nan,119.691,0.606,0.475,0,0.3841464443048954,220.89098
ARUT16P1187FB532A4,Tyrone Davis,SOWRLSY12AC4687694,Cheatin' In The Next Room,-10.466,nan,161.976,0.46,0.379,0,0.3932151037866921,235.91138
AREOGMA1187B9908EF,Hot Tuna,SOOGQWR12A8C142505,Candy Man,-9.275,nan,172.398,0.601,0.563,1971,0.40517835890761195,239.59465
AR4ABL21187FB3913A,Richard Burton,SOJDYQY12AB0188C97,I See The Boys Of Summer,-37.398,0.0,109.823,0.45,0.685,0,0.28404740990087485,171.49342
AR8YV1I1187FB45D2B,Rory Block,SOBHQUF12AB018B03E,Three Is a Crowd,-13.836,0.0,90.101,0.936,0.763,0,0.34318504527257115,266.05669
ARR9XGB1187B9912E6,Boyz II Men,SOFRAZJ12A8C143CDB,On Bended Knee,-7.103,0.34580223396532944,116.473,0.497,0.491,1994,0.6011849417940898,329.27302
ARBKUS51187B98A3AC,Howard Armstrong,SONNDHT12A8C13F20B,My Four Reasons,-13.495,0.3335548072764493,126.821,0.0,0.094,0,0.0,198.922
ARTB5PP1187FB523B7,Donny Hathaway,SOYZOXW12A8C13E195,Little Girl (LP Version),-15.144,0.6173656175717818,111.191,0.499,0.652,1971,0.4224724232432197,283.21914
ARXFQDY1187B9AAF1E,Miguel Gallardo,SOSGJTX12AB0181F7C,Eternamente Amame,-12.991,nan,125.508,0.458,0.542,0,0.33510142487208283,238.68036
ARVEJ9M1187FB4DC44,Les Ogres De Barback,SOBQBWP12AB018611B,Niev nietch nievitch,-6.01,0.3943948561005826,137.888,0.446,0.383,1999,0.4379647331417924,254.06649
ARTHEAP122BCFCD0B2,DJ X-Change featuring DJ Joey A,SODULLV12AB017FA09,Come Over,-5.58,nan,150.012,0.0,0.0,0,0.28128421554929817,184.31955
ARQESNI1187FB511EE,Morel,SOYAGJM12A8C13DCCE,Blue Taxi,-4.313,nan,108.367,0.685,0.611,0,0.3340657898380008,311.40526
ARCZ20M1187FB49687,Tony Joe White,SORXUZZ12A8AE4798A,I Want Love (Tween You & Me) (Album Version),-17.285,0.3747968370214053,173.482,0.243,0.297,0,0.4035096733630853,162.53342
ARDF8K01187FB37200,Wolfmother,SOCHXAE12AF72A25D6,White Feather,-5.931,nan,110.745,0.372,0.207,2009,0.5669715662185826,212.37506
AR11NP91187B9901B4,The Roches,SOCRHCQ12A58A7C8C6,Christlike Roche,-14.248,0.26586104921065007,130.027,0.626,0.575,1995,0.37225120793006455,338.33751
ARBZAIL1187FB5B1C8,Bob Margolin,SOSEJIQ12AB017E7EB,You Rascal You,-12.651,0.23379647424179947,110.168,0.228,0.374,0,0.3268488180257514,126.51057
ARWXHRS1241B9C7A1E,Thomas Battenstein,SOMXWXQ12AC3DFA002,Sympathy,-16.056,nan,97.976,0.825,0.836,0,0.0,205.58322
ARV1P811187FB3CFC6,Jupiter Rising,SOGMXBW12A6D4FB8D7,They Say (Album),-5.913,0.21508031850922793,119.979,0.373,0.548,2007,0.3631778606591337,193.4624
ARIU0MA1187B98D36F,Dharma Bums,SOOPUTF12AB018DFAA,Simon's Folly,-5.541,nan,156.968,0.81,0.864,0,0.3458094431841164,127.4771
ARB4D891187B9954F7,Saafir,SOFDTRZ12AB018DD11,Crawl Before You Ball (Album Version),-6.019,nan,188.886,0.172,0.026,1999,0.3189020778687955,234.762
ARQOC971187B9910FA,The Verve Pipe,SOOGNJP12A8C1381AD,Medicate Myself,-4.953,0.46630483075728635,133.306,0.295,0.196,2001,0.4983953383497739,292.8322
AR19SOA1187B98F6E6,Bob Neuwirth,SOFUBCP12A8C13D5EF,Biding Her Time,-18.114,0.48061061838775304,152.267,0.965,0.744,1990,0.30150246185842855,241.10975
ARTDBI61187FB48479,Marvin Sapp,SOVZBDR12A6702012E,More And More  (LP Version),-11.061,0.2656833797102308,166.275,0.33,0.526,0,0.4596654567282773,270.68036
ARSE6YI1187B9B9CD2,James Hunter,SOPWKSS12AC468E659,Cowboy Ways,-7.04,nan,114.971,0.862,1.0,0,0.4315269192148132,188.73424
AR6C8EJ1187FB3F473,Nelson Ned,SOCCQIQ12A8C13C76B,Brasas Vivas,-15.358,nan,144.651,0.519,0.525,0,0.32188268994567615,211.80036
AROI96Z1187B9A5304,Mish Mash,SODBMZD12A8C134232,Kolomeyke,-11.213,nan,152.005,0.64,0.692,0,0.351210536532264,254.32771
ARIOSKN1257509BCE1,Cama,SOBUWPY12A8C1446C0,In This Life,-5.904,nan,155.074,0.645,0.683,2009,0.27345372725278577,210.36363
ARI0PUX1187FB3F215,Maxi Priest,SORWXUP12A58A79E65,Groovin' In The Midnight,-8.095,0.34580223396532944,61.971,0.683,0.549,1991,0.44689072654931333,301.81832
ARYO9BU1187B9ADA88,Porcupine Tree,SOJEVZW12A8C133988,Waiting,-7.982,0.8251735403780842,124.04,0.644,0.607,1997,0.5079658021593736,416.80934
ARZ507V1187FB4425E,Ragheb Alama,SOOODKC12AB018462F,A'chek Ouyounik (2009 Digital Remaster),-8.804,0.0,191.196,0.056,0.306,0,0.4249318351787764,413.36118
AR6XPWV1187B9ADAEB,Foo Fighters,SODOLVO12B0B80B2F4,Hell,-5.699,nan,152.127,0.458,0.44,2005,0.5507620846559074,117.002
AR6PJ8R1187FB5AD70,Shakira Featuring Wyclef Jean,SOEHWGF12A6D4F8B2B,Hips Don't Lie (featuring Wyclef Jean),-5.152,0.7373853102276186,100.023,0.805,0.688,0,0.6822631767638205,217.36444
AR4CG3B1187FB5B861,The Avengers,SOOZLTC12A6D4FBE91,Juoksuhauta-twist (Elämä juoksuhaudoissa),-9.965,nan,192.688,0.0,0.149,0,0.42251494013072466,122.72281
AR7BMMV1187FB5B2D7,Robben Ford,SOOSYMY12AB01888CD,I Got Over It (Album Version),-11.976,0.47212111953959446,154.322,0.236,0.384,1988,0.3838774936335668,203.98975
AREYIHC1187B99CE0B,Brazilian Tropical Orchestra,SOPBKEB12A6D4FD777,One Less Bell To Answer,-10.229,0.0,236.006,0.084,0.405,0,0.3394084863551408,192.44363
AREEMIN11F4C848971,Gil Semedo,SOEWQYW12AB0183FDE,Festa,-6.284,0.39200877147130697,150.666,0.321,0.421,0,0.3828699558929602,285.36118
ARBJSO81187B9BA09B,Soda Stereo,SOFBQIA12AB0182219,Te Hacen Falta Vitaminas,-3.818,nan,175.421,0.0,0.036,1984,0.46682699252718746,225.12281
ARBGJLS11F4C83D4B9,Xmilk,SOHDDHR12AB0183552,Sense And Trick,-4.633,nan,104.153,0.138,0.452,0,0.32138373011129995,123.66322
ARVNDLR1187B99CA1B,Dolce; Oscar G.,SONWQQX12AC3DF6762,Fire (Oscar G Space Vocal Mix),-5.602,nan,127.278,0.386,0.417,0,0.33708930033210055,525.16526
AR5LZJD1187FB4C5E5,Britt Nicole,SOGXFIF12A58A78CC4,Hanging On (Medium Key Performance Track Without Background Vocals),-5.157,0.2364201822307364,160.165,0.606,0.514,0,0.544446276903691,204.06812
AR3WMW01187B9921F7,Schizoid,SOIPNSZ12A8C144128,Grim Prospects (Version 2 Remix),-1.925,nan,86.091,0.441,0.372,0,0.34919221761645924,166.00771
ARAEX7Y1187FB42D36,Toni Braxton Featuring Shaggy,SOEXSIN12A8C133B0A,Christmas In Jamaica,-5.21,nan,149.94,0.782,0.662,2001,0.555968803751809,219.01016
ARK2G5U1187FB46B34,Perrey And Kingsley,SOTSMNJ12AB018365E,Gossippo Perpetuo,-12.717,0.4444017145228514,135.78,0.655,0.525,2001,0.35032760522744555,127.9473
ARTB56G11C8A41569D,Sven Tasnadi,SOLGRUN12A8C140543,2190 Dias Contigo,-12.28,nan,122.967,0.792,0.646,0,0.30660364129709755,570.90567
AR0GGKI1187FB391D5,Eddie,SOQCHGV12AC4688FC6,No Control,-9.748,nan,142.024,0.858,0.606,0,0.36223874670184913,230.00771
ARZEWUR1187FB53DC8,Enthroned,SOXCWTT12AC9075756,The Vitalized Shell,-4.878,0.5430528641992896,135.535,0.735,0.838,2010,0.39570954770762196,240.74404
AR89DTT1187B9A7ED5,Suzanne Ciani,SOAFIPD12A8C13A261,Mozart,-23.988,0.6085000789194116,139.189,0.523,0.537,1989,0.3807045358244573,192.20853
